"REG","Region","LOCATION","Country","INC","Income group","VAR","Variables","TIME","Time","Value","Flag Codes","Flags"
"ALL","All regions","KOR","Korea","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","LUX","Luxembourg","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.22,,
"ALL","All regions","LUX","Luxembourg","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","LUX","Luxembourg","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","LUX","Luxembourg","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","NLD","Netherlands","HIO","High income: OECD","RP_1_1","Attitudes towards violence","2014","2014",0.09,,
"ALL","All regions","NLD","Netherlands","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.25,,
"ALL","All regions","NLD","Netherlands","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","NLD","Netherlands","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","NLD","Netherlands","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","NZL","New Zealand","HIO","High income: OECD","RP_1_1","Attitudes towards violence","2014","2014",0.09,,
"ALL","All regions","NZL","New Zealand","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.33,,
"ALL","All regions","NZL","New Zealand","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","NZL","New Zealand","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","NZL","New Zealand","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","NOR","Norway","HIO","High income: OECD","RP_1_1","Attitudes towards violence","2014","2014",0.11,,
"ALL","All regions","NOR","Norway","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.27,,
"ALL","All regions","NOR","Norway","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","NOR","Norway","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","NOR","Norway","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","POL","Poland","HIO","High income: OECD","RP_1_1","Attitudes towards violence","2014","2014",0.1,,
"ALL","All regions","POL","Poland","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.13,,
"ALL","All regions","POL","Poland","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","POL","Poland","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","POL","Poland","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","PRT","Portugal","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.19,,
"ALL","All regions","PRT","Portugal","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","PRT","Portugal","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","PRT","Portugal","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","SVK","Slovak Republic","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.23,,
"ALL","All regions","SVK","Slovak Republic","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","SVK","Slovak Republic","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","SVK","Slovak Republic","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","ESP","Spain","HIO","High income: OECD","RP_1_1","Attitudes towards violence","2014","2014",0.1,,
"ALL","All regions","ESP","Spain","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.13,,
"ALL","All regions","ESP","Spain","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","ESP","Spain","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","ESP","Spain","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","SWE","Sweden","HIO","High income: OECD","RP_1_1","Attitudes towards violence","2014","2014",0.12,,
"ALL","All regions","SWE","Sweden","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.28,,
"ALL","All regions","SWE","Sweden","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","SWE","Sweden","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","SWE","Sweden","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","CHE","Switzerland","HIO","High income: OECD","RP_1_1","Attitudes towards violence","2014","2014",0.16,,
"ALL","All regions","CHE","Switzerland","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.1,,
"ALL","All regions","CHE","Switzerland","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","CHE","Switzerland","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","CHE","Switzerland","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","GBR","United Kingdom","HIO","High income: OECD","RP_1_1","Attitudes towards violence","2014","2014",0.12,,
"ALL","All regions","GBR","United Kingdom","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.29,,
"ALL","All regions","GBR","United Kingdom","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","GBR","United Kingdom","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","GBR","United Kingdom","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","USA","United States","HIO","High income: OECD","RP_1_1","Attitudes towards violence","2014","2014",0.13,,
"ALL","All regions","USA","United States","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.36,,
"ALL","All regions","USA","United States","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","USA","United States","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","USA","United States","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","CHL","Chile","HIO","High income: OECD","RP_1_1","Attitudes towards violence","2014","2014",0.12,,
"ALL","All regions","CHL","Chile","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.36,,
"ALL","All regions","CHL","Chile","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","CHL","Chile","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","CHL","Chile","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","EST","Estonia","HIO","High income: OECD","RP_1_1","Attitudes towards violence","2014","2014",0.18,,
"ALL","All regions","EST","Estonia","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.2,,
"ALL","All regions","EST","Estonia","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","EST","Estonia","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","EST","Estonia","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","ISR","Israel","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","ISR","Israel","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","ISR","Israel","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","SVN","Slovenia","HIO","High income: OECD","RP_1_1","Attitudes towards violence","2014","2014",0.17,,
"ALL","All regions","SVN","Slovenia","HIO","High income: OECD","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.13,,
"ALL","All regions","SVN","Slovenia","HIO","High income: OECD","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","SVN","Slovenia","HIO","High income: OECD","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","SVN","Slovenia","HIO","High income: OECD","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","AFG","Afghanistan","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.9,,
"ALL","All regions","AFG","Afghanistan","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","AFG","Afghanistan","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","AFG","Afghanistan","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","AGO","Angola","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.78,,
"ALL","All regions","AGO","Angola","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","AGO","Angola","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","AGO","Angola","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","BGD","Bangladesh","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.33,,
"ALL","All regions","BGD","Bangladesh","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.53,,
"ALL","All regions","BGD","Bangladesh","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","BGD","Bangladesh","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","BGD","Bangladesh","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","BEN","Benin","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.16,,
"ALL","All regions","BEN","Benin","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","BEN","Benin","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","BEN","Benin","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","BFA","Burkina Faso","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.44,,
"ALL","All regions","BFA","Burkina Faso","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.15,,
"ALL","All regions","BFA","Burkina Faso","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","BFA","Burkina Faso","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","BFA","Burkina Faso","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","BDI","Burundi","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.73,,
"ALL","All regions","BDI","Burundi","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","BDI","Burundi","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","BDI","Burundi","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","KHM","Cambodia","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.46,,
"ALL","All regions","KHM","Cambodia","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.14,,
"ALL","All regions","KHM","Cambodia","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","KHM","Cambodia","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","KHM","Cambodia","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","CAF","Central African Republic","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.8,,
"ALL","All regions","CAF","Central African Republic","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","CAF","Central African Republic","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","CAF","Central African Republic","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","TCD","Chad","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.62,,
"ALL","All regions","TCD","Chad","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.57,,
"ALL","All regions","TCD","Chad","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","TCD","Chad","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","TCD","Chad","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","PRK","Democratic People's Republic of Korea","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.38,,
"ALL","All regions","PRK","Democratic People's Republic of Korea","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","PRK","Democratic People's Republic of Korea","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","PRK","Democratic People's Republic of Korea","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","COD","Democratic Republic of the Congo","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.76,,
"ALL","All regions","COD","Democratic Republic of the Congo","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.64,,
"ALL","All regions","COD","Democratic Republic of the Congo","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","COD","Democratic Republic of the Congo","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","COD","Democratic Republic of the Congo","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","ERI","Eritrea","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.71,,
"ALL","All regions","ERI","Eritrea","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","ERI","Eritrea","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","ERI","Eritrea","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","ETH","Ethiopia","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.68,,
"ALL","All regions","ETH","Ethiopia","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.71,,
"ALL","All regions","ETH","Ethiopia","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","ETH","Ethiopia","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","ETH","Ethiopia","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.75,,
"ALL","All regions","GMB","Gambia","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.75,,
"ALL","All regions","GMB","Gambia","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","GMB","Gambia","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","GMB","Gambia","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","GIN","Guinea","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.92,,
"ALL","All regions","GIN","Guinea","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","GIN","Guinea","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","GIN","Guinea","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","GNB","Guinea-Bissau","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.4,,
"ALL","All regions","GNB","Guinea-Bissau","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"ALL","All regions","GNB","Guinea-Bissau","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","GNB","Guinea-Bissau","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","HTI","Haiti","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.29,,
"ALL","All regions","HTI","Haiti","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.2,,
"ALL","All regions","HTI","Haiti","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"ALL","All regions","HTI","Haiti","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","HTI","Haiti","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","KEN","Kenya","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.53,,
"ALL","All regions","KEN","Kenya","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.41,,
"ALL","All regions","KEN","Kenya","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"ALL","All regions","KEN","Kenya","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","KEN","Kenya","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","LBR","Liberia","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.59,,
"ALL","All regions","LBR","Liberia","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.39,,
"ALL","All regions","LBR","Liberia","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","LBR","Liberia","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","LBR","Liberia","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.75,,
"ALL","All regions","MDG","Madagascar","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.32,,
"ALL","All regions","MDG","Madagascar","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","MDG","Madagascar","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","MDG","Madagascar","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","MWI","Malawi","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.13,,
"ALL","All regions","MWI","Malawi","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.31,,
"ALL","All regions","MWI","Malawi","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","MWI","Malawi","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","MWI","Malawi","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","MLI","Mali","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.87,,
"ALL","All regions","MLI","Mali","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","MLI","Mali","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","MLI","Mali","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","MOZ","Mozambique","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.36,,
"ALL","All regions","MOZ","Mozambique","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.32,,
"ALL","All regions","MOZ","Mozambique","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","MOZ","Mozambique","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","MOZ","Mozambique","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","MMR","Myanmar","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"ALL","All regions","MMR","Myanmar","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","MMR","Myanmar","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","NPL","Nepal","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.23,,
"ALL","All regions","NPL","Nepal","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.28,,
"ALL","All regions","NPL","Nepal","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","NPL","Nepal","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","NPL","Nepal","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","NER","Niger","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.6,,
"ALL","All regions","NER","Niger","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","NER","Niger","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","NER","Niger","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","RWA","Rwanda","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.56,,
"ALL","All regions","RWA","Rwanda","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.56,,
"ALL","All regions","RWA","Rwanda","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","RWA","Rwanda","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0,,
"ALL","All regions","RWA","Rwanda","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","SLE","Sierra Leone","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.73,,
"ALL","All regions","SLE","Sierra Leone","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","SLE","Sierra Leone","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","SLE","Sierra Leone","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","SOM","Somalia","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.76,,
"ALL","All regions","SOM","Somalia","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","SOM","Somalia","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","SOM","Somalia","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","TJK","Tajikistan","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.6,,
"ALL","All regions","TJK","Tajikistan","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.21,,
"ALL","All regions","TJK","Tajikistan","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","TJK","Tajikistan","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","TJK","Tajikistan","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",1,,
"ALL","All regions","TZA","Tanzania","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.54,,
"ALL","All regions","TZA","Tanzania","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.44,,
"ALL","All regions","TZA","Tanzania","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.5,,
"ALL","All regions","TZA","Tanzania","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","TZA","Tanzania","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","TGO","Togo","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.43,,
"ALL","All regions","TGO","Togo","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.75,,
"ALL","All regions","TGO","Togo","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","TGO","Togo","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","UGA","Uganda","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.58,,
"ALL","All regions","UGA","Uganda","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.51,,
"ALL","All regions","UGA","Uganda","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","UGA","Uganda","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","UGA","Uganda","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","ZWE","Zimbabwe","LIN","Low income","RP_1_1","Attitudes towards violence","2014","2014",0.4,,
"ALL","All regions","ZWE","Zimbabwe","LIN","Low income","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.42,,
"ALL","All regions","ZWE","Zimbabwe","LIN","Low income","RP_1_3","Laws on domestic violence","2014","2014",0.25,,
"ALL","All regions","ZWE","Zimbabwe","LIN","Low income","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","ZWE","Zimbabwe","LIN","Low income","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","ARM","Armenia","LMI","Lower middle income ","RP_1_1","Attitudes towards violence","2014","2014",0.09,,
"ALL","All regions","ARM","Armenia","LMI","Lower middle income ","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.1,,
"ALL","All regions","ARM","Armenia","LMI","Lower middle income ","RP_1_3","Laws on domestic violence","2014","2014",1,,
"ALL","All regions","ARM","Armenia","LMI","Lower middle income ","RP_1_4","Laws on rape","2014","2014",0.75,,
"ALL","All regions","ARM","Armenia","LMI","Lower middle income ","RP_1_5","Laws on sexual harassment","2014","2014",0.5,,
"ALL","All regions","BTN","Bhutan","LMI","Lower middle income ","RP_1_1","Attitudes towards violence","2014","2014",0.68,,
"ALL","All regions","BTN","Bhutan","LMI","Lower middle income ","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","BTN","Bhutan","LMI","Lower middle income ","RP_1_4","Laws on rape","2014","2014",0.5,,
"ALL","All regions","BTN","Bhutan","LMI","Lower middle income ","RP_1_5","Laws on sexual harassment","2014","2014",0.25,,
"ALL","All regions","BOL","Bolivia","LMI","Lower middle income ","RP_1_1","Attitudes towards violence","2014","2014",0.16,,
"ALL","All regions","BOL","Bolivia","LMI","Lower middle income ","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.64,,
"ALL","All regions","BOL","Bolivia","LMI","Lower middle income ","RP_1_3","Laws on domestic violence","2014","2014",0,,
"ALL","All regions","BOL","Bolivia","LMI","Lower middle income ","RP_1_4","Laws on rape","2014","2014",0.25,,
"ALL","All regions","BOL","Bolivia","LMI","Lower middle income ","RP_1_5","Laws on sexual harassment","2014","2014",0,,
"ALL","All regions","CMR","Cameroon","LMI","Lower middle income ","RP_1_1","Attitudes towards violence","2014","2014",0.47,,
"ALL","All regions","CMR","Cameroon","LMI","Lower middle income ","RP_1_2","Prevalence of violence in the lifetime","2014","2014",0.51,,
"ALL","All regions","CMR","Cameroon","LMI","Lower middle income ","RP_1_3","Laws on domestic violence","2014","2014",1,,
